Question_ID,Question,GreedyDist+PR
5112,"Doctor, I have been having trouble eating lately. I feel like something is stuck in my throat and it's hard to swallow. ",9
5113,"Doctor, I have been experiencing nausea, stomach bloating, heartburn, and regurgitation. Can you tell me what might be causing these symptoms?",12
5114,"Doctor, I have been experiencing coughing up sputum for the past week. ",4
5115,"Doctor, I have been experiencing nausea, regurgitation, stomach bloating and I've been having problems with movement.",12
5116,"Doctor, I have been experiencing knee weakness lately.",3
5117,"Doctor, I have been experiencing foot and toe pain lately.",4
5118,"Doctor, I have a weakness in my knee and my foot and toe are swollen. ",15
5119,"Hi doctor, I've been experiencing a lot of pain and swelling in my ankle. I don't remember injuring it, but it's been bothering me for a few days now.",14
5120,"Doctor, I have been having foot pain lately, especially around my ankle. ",4
5121,"Doctor, I have noticed that my nails look irregular and I have many moles on my skin. What could be the reason for that? ",15
5122,"Hi doctor. I have noticed some warts and skin growths on my body, and my skin is also dry and peeling. Additionally, my skin looks abnormal and my moles have been changing.",9
5123,"Doctor, I have noticed a change in the size and color of my skin mole, and it's been very itchy. Also, I have a skin growth and a mass in my groin area.",13
5124,"Doctor, I have been experiencing some symptoms lately. I have a groin mass, a skin lesion, a leg lump or mass, and my skin is dry and peeling. ",19
5125,"Doctor, I have a lump on my leg and my skin is dry, peeling and rough. What could be wrong with me?",12
5126,"Doctor, I have been experiencing leg pain, back pain, bones are painful, stiffness all over, and knee pain. Do you know what could be the problem?",9
5127,"Doctor, I have been having hot flashes and leg cramps lately, also I am feeling stiffness all over.",16
5128,"Doctor, I've been experiencing back pain, stiffness all over, hot flashes, and there's a lump or mass in my leg. Additionally, my leg feels weakness as well.",14
5129,"Hi doctor, I've been experiencing muscle stiffness or tightness. What could be the cause for this? ",5
5130,"Doctor, I have been experiencing stiffness all over my body and my muscles feel tight. I also have knee pain, my bones are painful, and I have been having leg pain. ",12
5131,"Doctor, I have been facing a lack of growth and development lately. What could be the reason behind it?",10
5132,"Doctor, I have been experiencing lack of growth, disturbance of memory, and difficulty speaking. What could be wrong with me?",13
5133,"Hi doctor, I have been experiencing headaches and disturbance of memory lately.",8
5134,"Doctor, I have been experiencing terrible headaches and difficulty in speaking recently. What could be the problem?",6
5135,"Doctor, I have been feeling excessively angry lately and I am experiencing delusions and hallucinations. What could be wrong with me? ",6
5136,"Doctor, I've been feeling very anxious and nervous lately, and I keep having obsessions and compulsions. ",10
5137,"Doctor, I've been experiencing depressive or psychotic symptoms along with fears and phobias. What could be wrong with me? ",6
5138,"Doctor, I'm feeling very angry all the time and I have trouble controlling it. I also feel like I'm not good enough for anything and I can't sleep at night.",14
5139,"Doctor, I've been having trouble sleeping lately. I feel like I'm not good enough and I get anxious all the time.",8
5140,"Hi doctor, I've been having sharp abdominal pain, abnormal appearing skin, facial pain, ache all over, and side pain. What could be wrong with me?",15
5141,"Doctor, I've been having sharp chest pain, itching of the skin and back pain. What could be the cause of this?",12
5142,"Doctor, I have a skin lesion on my face and I am experiencing a lot of facial pain. What could be the problem?",3
5143,"Doctor, I have been experiencing itching of skin, sharp chest pain, facial pain, headache, and abnormal appearing skin. What is wrong with me?",14
5144,"Doctor, I have been feeling really down lately, and I think I might be experiencing some delusions.",8
5145,"Doctor, I have been experiencing excessive anger and temper problems lately. What could be causing this?",3
5146,"Doctor, I am feeling really sleepy all the time and I think I may have had an allergic reaction to something recently. What could be causing these symptoms?",10
5147,"Doctor, I have been experiencing delusions and abnormal involuntary movements, along with depression and temper problems. ",17
5148,"Doctor, I have been experiencing shoulder weakness, hip pain and shoulder pain. What could be causing this?",12
5149,"Doctor, I've been experiencing something unusual. My legs are becoming more and more bowlegged or knock-kneed. What could this be?",10
5150,"Doctor, I have been experiencing shoulder pain. Could you tell me what might be causing it?",7
5151,"Doctor, I have been experiencing a lot of pain in my hip and knee lately. ",3
5152,"Doctor, I've been having some shoulder stiffness and tightness and also knee pain. What could be the problem?",7
5153,"Doctor, I have a fever, and I'm not feeling very well. ",11
5154,"Doctor, I'm experiencing nasal congestion, vomiting, headache, cough, and even a skin rash. What could be wrong with me?",15
5155,"Doctor, I am having difficulty swallowing, fever, skin rash, and ache all over. What could be wrong with me?",11
5156,"Doctor, I have been experiencing severe vomiting, what could it be?",4
5157,"Doctor, I've been having a hard time eating lately and my nose seems to be constantly congested. What's going on?",13
5158,"Doctor, I have been experiencing a cough for a while now. It is not going away. Can you please help me understand what might be causing it?",16
5159,"Doctor, I have been feeling very anxious and nervous lately. I am not able to concentrate on anything.",14
5160,"Doctor, I am experiencing problems with movement, abnormal involuntary movements, fainting, and also noticed blood in my urine. What could be the problem?",14
5161,"Doctor, I am experiencing blood in my urine, dizziness, and disturbance of memory. Can you tell me what's going on?",8
5162,"Doctor, I have a swelling in my foot and it's painful. Also, my hand is hurting and I am having trouble speaking.",13
5163,"Doctor, I have noticed knee swelling, lymphedema and my skin on arm and hand, also leg and foot looks infected. What might be the problem?",13
5164,"Doctor, my hand and fingers have been swollen for a few weeks now. I'm not sure what's going on.",4
5165,"Hi Doctor, I have arm swelling, and the skin on my arm and hand looks infected. Also, my nails have an irregular appearance, and I have lymphedema. What could be the problem?",13
5166,"Doctor, I have noticed that my arm has been swelling lately.",4
5167,"Doctor, I have been experiencing a lot of itchiness in my eye recently. ",8
5168,"Doctor, I have been experiencing pain in my eye, joint pain, diminished vision, regurgitation, and mouth dryness. What do you think might be the problem? ",22
