Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
4946,"Doctor, I have been experiencing symptoms like vaginal itching, painful urination, groin pain, vaginal discharge, and also I have some skin lesions. What could be the reason for these symptoms?",51,2,51,2
4947,"Doctor, I have been experiencing symptoms like vaginal discharge, skin pain, and I had a recent pregnancy. What could be the problem?",112,2,112,2
4948,"Doctor, I have some lesions on my genitals and I'm experiencing pain in my vagina. What could be the cause of this? ",198,3,198,3
4949,"Doctor, I have been experiencing delusions and hallucinations recently. What could be the reason behind it?",34,2,34,2
4950,"Doctor, I am having temper problems, fears and phobias, delusions or hallucinations, nightmares, and excessive anger. Can you tell me what's wrong with me?",130,2,130,2
4951,"Doctor, I have been feeling really anxious lately. I can't sleep properly and have developed fears and phobias. I feel really low and my self-esteem has hit an all-time low. ",80,2,80,2
4952,"Doctor, I am feeling very restless and I am having delusions and hallucinations. I also feel like my self-esteem has decreased and I have trouble controlling my temper. Additionally, I have not been able to sleep properly for a few days now.",23,1,20,1
4953,"Doctor, I've been having some temper problems lately. I find myself getting angry over small things and I don't know why.",44,2,44,2
4954,"Doctor, I have been experiencing excessive sweating lately. What could be the cause?",114,3,114,3
4955,"Doctor, I've been experiencing a lot of regurgitation, heartburn, lower body pain, vomiting, and back pain lately. What could it be?",107,2,107,2
4956,"Doctor, I have been having sharp abdominal pain, sharp chest pain and upper abdominal pain. What could be the cause?",50,5,50,5
4957,"Doctor, I have been experiencing heartburn lately. What could be the problem?",124,3,124,3
4958,"Doctor, I have been experiencing sharp abdominal pain, heartburn, back pain, nausea, and lower body pain. What could be the reason for this?",130,2,130,2
4959,"Doctor, I've been experiencing dizziness, weakness, and leg weakness. What could be causing this?",127,5,127,5
4960,"Hi Doctor, I have been experiencing loss of sensation and focal weakness in my arms and legs, as well as dizziness. Also, I have noticed that my legs feel stiff and tight. What could be causing all of these symptoms?",24,1,22,1
4961,"Hi doctor, I've been experiencing some weird symptoms lately. I keep forgetting things and I've been feeling some tingling and numbness in my arms and legs. Also, I get dizzy when I'm standing up.",173,3,173,3
4962,"Doctor, I have been feeling very tired lately and have been experiencing tingling and numbness in my arms and legs. I also have been having a lot of headaches and feeling weak. ",35,1,33,1
4963,"Hi doctor, I've been feeling really tired all the time and I've been having trouble with my memory lately.",181,5,181,5
4964,"Doctor, I'm having trouble swallowing and also my elbow feels weak. What could be the issue?",165,3,165,3
4965,"Doctor, I have been experiencing elbow weakness and low back pain. Do you know what might be causing it?",151,3,151,3
4966,"Doctor, I am experiencing nail-biting, sore throat, and low back pain. What could be the reason?",94,2,94,2
4967,"Doctor, I have been experiencing low back weakness and sore throat. What could be the problem?",30,2,30,2
4968,"Doctor, I have been experiencing elbow weakness, feeling hot and cold, low back weakness, difficulty in swallowing, and a sore throat. What could be the reason?",148,2,148,2
4969,"Doctor, I've been having difficulty speaking and my bones are painful. I also have leg pain and feel an ache all over my body. Do you know what might be causing this?",131,2,131,2
4970,"Doctor, I have been experiencing some hip pain, side pain, and difficulty speaking lately, and also some delusions and hallucinations. Could you please tell me what could be causing these symptoms?",59,2,59,2
4971,"Doctor, I am experiencing leg pain, ache all over, delusions or hallucinations, side pain, and back pain. Can you please tell me what's the problem?",84,2,84,2
4972,"Doctor, I've been experiencing groin pain, my bones are painful and I'm also having hip pain. Do you have any idea what could be wrong?",52,2,52,2
4973,"Doctor, I feel a lot of pain in my groin and my bones feel painful too. Also, I've been having difficulty speaking and sometimes I have delusions or hallucinations.",79,2,79,2
4974,"Doctor, I have been experiencing vomiting, cough, sore throat and chest tightness for a few weeks now. What could be the problem?",161,3,161,3
4975,"Doctor, I'm having trouble breathing and my nose feels stuffy. What could be causing this?",109,3,109,3
4976,"Doctor, I have been experiencing wheezing and coughing for a while now. Can you please tell me what's going on?",76,2,76,2
4977,"Doctor, I've been experiencing vomiting, dizziness, and fever. What could be wrong with me? ",114,5,114,5
4978,"Doctor, I have been coughing up sputum and feel shortness of breath. I also have been wheezing and have a slight fever. What could be the reason for these symptoms?",128,2,128,2
4979,"Doctor, I have been having some trouble lately while smoking and also my legs seem to swell up at times. What could be the reason behind it?",181,3,181,3
4980,"Doctor, I have been experiencing some smoking problems and sharp chest pain lately. Do you have any idea what can be causing this?",58,2,58,2
4981,"Doctor, I have been experiencing sharp chest pain. What do you think could be the issue? ",30,5,30,5
4982,"Doctor, I have been experiencing weight gain, sharp chest pain, and having problems with smoking. What could be the possible cause of these symptoms?",77,2,77,2
4983,"Doctor, I've been experiencing severe swelling in my legs and have recently been having difficulty breathing while smoking. Can you tell me what's going on? ",31,2,31,2
4984,"Doctor, I've been experiencing vomiting, nausea, and blood in my stool. What could be wrong with me?",188,3,188,3
4985,"Doctor, I've been having stools with black color for a while now, and I'm concerned.",113,2,113,2
4986,"Doctor, I have been noticing blood in my stool and rectal bleeding for the past few days. Can you tell me what's happening? ",49,2,49,2
4987,"Doctor, I have been experiencing some sharp abdominal pain and rectal bleeding. Also, my stool has been blackish in color. What could be wrong with me?",25,1,25,1
4988,"Doctor, I have been experiencing lower abdominal pain, melena, swollen lymph nodes, and burning abdominal pain. What could be the problem?",110,2,110,2
4989,"Doctor, my infant son has been extremely irritable lately and seems to be in pain.",83,2,83,2
4990,"Doctor, I'm experiencing swelling in my scrotum, redness in my penis, my infant seems irritable and there are small bumps on my penis. What could be wrong with me?",176,3,176,3
4991,"Doctor, I've been experiencing groin pain along with redness of the penis and swelling of scrotum. Additionally, the skin around the area looks abnormal. What could be the issue?",90,2,90,2
4992,"Doctor, I have noticed that my scrotum is very swollen and I can feel a large mass in it. What could be the reason for this?",121,3,121,3
4993,"Doctor, I've been experiencing pain in my groin area. What could be the problem?",108,3,108,3
4994,"Doctor, I have a hand lump, eyelid rash, frequent urination, and swelling around my anus. What could be the problem?",78,2,78,2
4995,"Doctor, I've been coughing up a lot of sputum lately, what do you think might be causing it?",47,2,47,2
4996,"Doctor, I have been experiencing frequent urination, vaginal itching, joint pain, and I have noticed some warts.",33,2,33,2
4997,"I've been having a lot of trouble with involuntary urination and frequent trips to the bathroom, what could be causing this?",141,3,141,3
4998,"Doctor, I am experiencing vaginal discharge, involuntary urination, coughing up sputum, and vaginal itching. What could be the problem?",38,2,38,2
4999,"Hi doctor, I've been experiencing arm pain, burning chest pain, and hot flashes. What could be wrong with me?",25,1,23,1
5000,"Doctor, I've been experiencing some hot flashes, along with arm pain, lower body pain, and sharp chest pain. What could be causing this?",30,1,28,1
5001,"Doctor, I've been experiencing excessive sweating lately.",114,3,114,3
5002,"Doctor, I have been experiencing hot flashes, palpitations, dizziness, arm pain, and sharp chest pain. What could it be?",38,1,36,1
5003,"Doctor, I have been experiencing increased heart rate, irregular heartbeat, and palpitations. What could be the possible reason for these symptoms?",143,3,143,3
5004,"Doctor, I have been experiencing shoulder pain, arm pain, drainage in my throat, and arm weakness. What could be wrong with me?",44,2,44,2
5005,"Doctor, I have been experiencing back pain, neck cramps or spasms, shoulder pain, and foot or toe weakness. Can you tell me what might be causing these symptoms?",65,2,65,2
5006,"Doctor, I have been experiencing neck pain, headache, throat irritation, and arm weakness. What could be wrong with me? ",197,2,197,2
5007,"Doctor, I've been experiencing arm weakness and shoulder pain lately. What could be causing this?",148,3,148,3
