Question_ID,Question,Greedy,GreedyDist,GreedyGen
5092,"Doctor, I'm experiencing pain during my pregnancy, as well as wrist pain, excessive anger, and joint stiffness or tightness. What could be the problem?",429,21,1123
5093,"Doctor, I have been feeling really tired lately and my wrist hurts a lot. Also, I have been feeling excessively angry and my joints have been feeling stiff and tight.",429,23,1123
5094,"Doctor, I have been feeling a lot of pain and soreness in my breast, could you tell me what could be the reason behind this?",1123,186,1105
5095,"Doctor, I have been experiencing joint stiffness or tightness, excessive urination at night, pain during pregnancy, ankle pain, and wrist pain. What could be wrong with me?",429,22,1123
5096,"Doctor, I have been feeling really down lately. I have low self-esteem and I feel depressed quite often. ",1123,172,1122
5097,"Doctor, I have been feeling very depressed lately and I have been having some fears and phobias.",1123,188,1123
5098,"Doctor, I've been experiencing excessive anger lately.",137,148,1096
5099,"Doctor, I've been feeling very down lately, and I think I have some kind of mental disorder. I've been exhibiting quite a lot of hysterical behavior and feeling really anxious and depressed all the time. Also, I feel like I haven't grown spiritually or emotionally for a while.",1123,48,1123
5100,"Doctor, I have been experiencing fears and phobias, along with obsessive thoughts and compulsive behavior. What could be the cause of this?",1123,15,1113
5101,"Doctor, I have been feeling a lot of pain in my leg lately and my ankle is also very swollen. Even my foot and toes feel weak and swollen. ",647,25,1123
5102,"Doctor, I have been experiencing weakness in my foot, as well as swelling in my foot and ankle. What could be causing these symptoms?",647,158,1103
5103,"Doc, my ankle is really swollen and it's also causing pain in my joint. Even my toes and foot feel swollen. I also noticed a lump on my foot.",1123,13,1123
5104,"Doctor, I have been experiencing some foot and ankle swelling and stiffness. ",1123,181,1116
5105,"Doctor, I have been experiencing wrist swelling, ankle stiffness, joint pain and there's a lump in my foot. What may be the problem?",1123,17,1123
5106,"Doctor, I have been having severe back pain lately. I can barely sit for long periods without feeling discomfort. What could be the cause of this pain?",250,26,1123
5107,"Doctor, I have been feeling quite sick. I have been having a fever, fainting, and headaches. Do you know what could be causing it?",647,33,1123
5108,"Doctor, I've been experiencing a severe headache and weakness lately, and even had a seizure a few days back.",250,29,1123
5109,"Doctor, I have been feeling really sick lately. I have nausea and a fever that won't go away. What could be the problem?",114,26,1123
5110,"Doctor, I've been experiencing vomiting, weakness, shortness of breath, and today I woke up with back pain.",250,42,1123
5111,"Doctor, I've been experiencing heartburn, coughing up sputum, a lump in my throat, and sharp chest pain. What could be causing these symptoms? ",647,27,1123
5112,"Doctor, I have been having trouble eating lately. I feel like something is stuck in my throat and it's hard to swallow. ",647,193,1123
5113,"Doctor, I have been experiencing nausea, stomach bloating, heartburn, and regurgitation. Can you tell me what might be causing these symptoms?",647,26,1123
5114,"Doctor, I have been experiencing coughing up sputum for the past week. ",429,18,1123
5115,"Doctor, I have been experiencing nausea, regurgitation, stomach bloating and I've been having problems with movement.",647,32,1123
5116,"Doctor, I have been experiencing knee weakness lately.",647,119,1003
5117,"Doctor, I have been experiencing foot and toe pain lately.",206,199,1116
5118,"Doctor, I have a weakness in my knee and my foot and toe are swollen. ",647,187,1064
5119,"Hi doctor, I've been experiencing a lot of pain and swelling in my ankle. I don't remember injuring it, but it's been bothering me for a few days now.",647,145,1116
5120,"Doctor, I have been having foot pain lately, especially around my ankle. ",206,199,1116
5121,"Doctor, I have noticed that my nails look irregular and I have many moles on my skin. What could be the reason for that? ",647,12,1116
5122,"Hi doctor. I have noticed some warts and skin growths on my body, and my skin is also dry and peeling. Additionally, my skin looks abnormal and my moles have been changing.",647,21,1123
5123,"Doctor, I have noticed a change in the size and color of my skin mole, and it's been very itchy. Also, I have a skin growth and a mass in my groin area.",1123,23,1123
5124,"Doctor, I have been experiencing some symptoms lately. I have a groin mass, a skin lesion, a leg lump or mass, and my skin is dry and peeling. ",429,20,1123
5125,"Doctor, I have a lump on my leg and my skin is dry, peeling and rough. What could be wrong with me?",429,190,1116
5126,"Doctor, I have been experiencing leg pain, back pain, bones are painful, stiffness all over, and knee pain. Do you know what could be the problem?",1123,33,1123
5127,"Doctor, I have been having hot flashes and leg cramps lately, also I am feeling stiffness all over.",1123,182,1116
5128,"Doctor, I've been experiencing back pain, stiffness all over, hot flashes, and there's a lump or mass in my leg. Additionally, my leg feels weakness as well.",1123,33,1123
5129,"Hi doctor, I've been experiencing muscle stiffness or tightness. What could be the cause for this? ",1123,170,1093
5130,"Doctor, I have been experiencing stiffness all over my body and my muscles feel tight. I also have knee pain, my bones are painful, and I have been having leg pain. ",1123,23,1123
5131,"Doctor, I have been facing a lack of growth and development lately. What could be the reason behind it?",1123,128,1113
5132,"Doctor, I have been experiencing lack of growth, disturbance of memory, and difficulty speaking. What could be wrong with me?",304,14,1123
5133,"Hi doctor, I have been experiencing headaches and disturbance of memory lately.",206,25,1123
5134,"Doctor, I have been experiencing terrible headaches and difficulty in speaking recently. What could be the problem?",250,26,1123
5135,"Doctor, I have been feeling excessively angry lately and I am experiencing delusions and hallucinations. What could be wrong with me? ",429,16,1123
5136,"Doctor, I've been feeling very anxious and nervous lately, and I keep having obsessions and compulsions. ",1123,168,1123
5137,"Doctor, I've been experiencing depressive or psychotic symptoms along with fears and phobias. What could be wrong with me? ",1123,18,1123
5138,"Doctor, I'm feeling very angry all the time and I have trouble controlling it. I also feel like I'm not good enough for anything and I can't sleep at night.",1123,193,1123
5139,"Doctor, I've been having trouble sleeping lately. I feel like I'm not good enough and I get anxious all the time.",304,186,1123
5140,"Hi doctor, I've been having sharp abdominal pain, abnormal appearing skin, facial pain, ache all over, and side pain. What could be wrong with me?",206,54,1123
5141,"Doctor, I've been having sharp chest pain, itching of the skin and back pain. What could be the cause of this?",429,31,1123
5142,"Doctor, I have a skin lesion on my face and I am experiencing a lot of facial pain. What could be the problem?",304,14,1123
5143,"Doctor, I have been experiencing itching of skin, sharp chest pain, facial pain, headache, and abnormal appearing skin. What is wrong with me?",429,53,1123
5144,"Doctor, I have been feeling really down lately, and I think I might be experiencing some delusions.",1123,109,1123
5145,"Doctor, I have been experiencing excessive anger and temper problems lately. What could be causing this?",429,191,1123
5146,"Doctor, I am feeling really sleepy all the time and I think I may have had an allergic reaction to something recently. What could be causing these symptoms?",1123,166,1123
5147,"Doctor, I have been experiencing delusions and abnormal involuntary movements, along with depression and temper problems. ",429,20,1123
