Q_ID,Question,Reference_Answer
5340,"Doctor, I have been experiencing hip pain, arm swelling and there is an excessive growth on my body. What could be the problem?","1. **Most Likely Disease:** Viral warts. The symptoms of skin growth (excessive growth) and skin swelling align directly with the listed symptoms for viral warts. While hip pain is present, the arm swelling and excessive growth are more indicative of viral warts than an open wound of the hip.

2. **Recommended Medication(s):**
    *   Imiquimod Topical

3. **Suggested Medical Test(s):**
    *   Complete physical skin exam performed (ML)"
330,"Doctor, I feel fatigued all the time and I have a ruddy complexion. I also have frequent headaches and itching, and I've noticed some unexplained bruising. What could be wrong with me?","**If there is no reference table available, please answer using your own medical knowledge.**

**1. Most Likely Disease:**

Polycythemia Vera. The combination of fatigue, ruddy complexion, headaches, itching (especially after a warm bath or shower), and unexplained bruising is highly suggestive of Polycythemia Vera, a myeloproliferative disorder characterized by an overproduction of red blood cells. The increased red blood cell mass leads to hyperviscosity, causing the symptoms described.

**2. Recommended Medication(s):**

*   Aspirin
*   Hydroxyurea
*   Ruxolitinib
*   Interferon alfa-2b

**3. Suggested Medical Test(s):**

*   Complete Blood Count (CBC)
*   Erythropoietin (EPO) level
*   JAK2 mutation analysis
*   Bone Marrow Biopsy
*   Peripheral Blood Smear"
255,"Doctor, I think I may have a food allergy. Every time I eat peanuts, I get a rash on my skin.","Since no table is provided, I will answer based on my medical knowledge.

1.  **Most Likely Disease:** Peanut Allergy. The described symptom (rash after eating peanuts) is a classic presentation of an allergic reaction to peanuts.

2.  **Recommended Medication(s):**

    *   Epinephrine (EpiPen)
    *   Antihistamines (e.g., diphenhydramine, cetirizine, loratadine)
    *   Corticosteroids (oral or topical, depending on rash severity)

3.  **Suggested Medical Test(s):**

    *   Skin Prick Test (SPT)
    *   Specific IgE Blood Test (RAST test)
    *   Oral Food Challenge (under medical supervision)"
1634,"Doctor, I have been experiencing some smoking problems and also noticed that my skin has turned yellow. What could be the issue?","1. **Most Likely Disease:**

Choledocholithiasis. The patient presents with both ""smoking problems"" (which, while vague, could relate to appetite changes or other systemic effects) and ""yellow skin"" (jaundice). While several conditions have jaundice, Choledocholithiasis also presents with additional symptoms that could be related to smoking problems, such as appetite changes. Fetal alcohol syndrome can present ""smoking problems"", but lacks ""Jaundice"".

2. **Recommended Medication(s):**

*   Metronidazole
*   Midazolam (Versed)
*   Zosyn
*   Ampicillin
*   Mivacurium
*   Plasma Protein Fraction (Plasmanate)
*   Vitamin K 1 (Mephyton)
*   Desipramine
*   Cinacalcet (Sensipar)
*   Barium Sulfate
*   Sulfamethoxazole (Bactrim)

3. **Suggested Medical Test(s):**

*   Hematologic tests (Blood test)
*   Complete blood count (Cbc)
*   Radiographic imaging procedure
*   Intravenous fluid replacement
*   Kidney function tests (Kidney function test)
*   Electrolytes panel
*   Glucose measurement (Glucose level)"
167,"I have been experiencing periods of mania and depression, and my mood swings have been affecting my daily life.","1. **Most Likely Disease:** Based on the provided table, Restless Leg Syndrome is the most likely disease as it lists ""Depression"" as a symptom. While the other two diseases also list depressive symptoms, they are paired with ""psychotic symptoms"" or are less directly correlated to the primary complaint of mood swings impacting daily life.

2. **Recommended Medication(s):**
    * Ropinirole
    * Levetiracetam (Keppra)
    * Adderall

3. **Suggested Medical Test(s):**
    * Depression screen (Depression screening)
    * Radiographic imaging procedure
    * Mental health counseling"
5090,"Doctor, I've been feeling really nauseous lately and I've noticed an excessive growth in my genital area. I also have this lump on my knee that is really painful and there is vaginal pain too.","1. **Most Likely Disease:** Von Hippel-Lindau disease. It aligns with the symptoms of excessive growth and nausea. While knee pain is present in both Von Hippel-Lindau disease and Pituitary adenoma, the presence of excessive growth makes Von Hippel-Lindau disease the slightly more likely diagnosis based on the table. The table does not mention vaginal pain.

2. **Recommended Medication(s):**
    *   Albendazole
    *   Progesterone
    *   Rosuvastatin (Crestor)

3.  **Suggested Medical Test(s):**
    *   Magnetic resonance imaging (Mri)
    *   Pelvis exam"
1249,"Doctor, I recently had an accident and got diagnosed with heart contusion. What do you suggest I take as medication?","Since there is no table provided, I will answer based on my medical knowledge.

1. **Most Likely Disease:** Heart Contusion. The patient states they were diagnosed with a heart contusion following an accident.

2. **Recommended Medication(s):**

*   Pain relievers (e.g., Acetaminophen, Ibuprofen)
*   Anti-arrhythmics (e.g., Amiodarone, Metoprolol) - *If arrhythmias are present*

3. **Suggested Medical Test(s):**

*   ECG (Electrocardiogram)
*   Echocardiogram
*   Cardiac Enzymes (Troponin, CK-MB)
*   Chest X-ray
*   Cardiac MRI (if needed for further evaluation)"
1955,"Doctor, I have been experiencing a dry and flaky scalp along with acne and pimples on my head. What could be wrong with me?","1. **Most Likely Disease:** Alopecia. The patient presents with both ""Acne or pimples"" and ""Dry or flaky scalp,"" which are listed as symptoms of Alopecia in the provided table.

2. **Recommended Medication(s):**
    *   Minoxidil Topical
    *   Finasteride (Propecia)
    *   Triamcinolone Topical Product
    *   Clobetasol Topical
    *   Fluocinonide Topical
    *   Minoxidil (Rogaine)
    *   Betamethasone Topical Product
    *   Salicylic Acid Topical
    *   Ketoconazole
    *   Hydroxychloroquine (Plaquenil)
    *   Anthralin Topical
    *   Biotin

3. **Suggested Medical Test(s):**

    *   Complete physical skin exam performed (ML)"
1035,"Hi Doctor, I think I might have narcolepsy. I keep falling asleep during the day no matter how much rest I get at night.","Okay, I will analyze the symptoms and provide an answer based on my medical knowledge, as no table is provided.

1.  **Most Likely Disease:** Narcolepsy. The primary symptom of excessive daytime sleepiness, even after adequate nighttime rest, is a hallmark of narcolepsy.

2.  **Recommended Medication(s):**

    *   Modafinil
    *   Armodafinil
    *   Solriamfetol
    *   Pitolisant
    *   Sodium Oxybate

3.  **Suggested Medical Test(s):**

    *   Polysomnography (PSG)
    *   Multiple Sleep Latency Test (MSLT)
    *   Hypocretin (Orexin) testing (CSF)
    *   HLA typing (HLA-DR and HLA-DQ alleles)"
3880,"Doctor, I've been having difficulty eating and also I recently missed my menstruation cycle, what could be the cause?","1. **Most Likely Disease:** Induced abortion

The symptoms of ""difficulty eating"" and ""missed menstruation cycle"" are present in the database. ""Difficulty eating"" matches with ""Eating disorder"" and ""Metabolic disorder"", but ""missed menstruation cycle"" or similar symptom matches best with ""Induced abortion"" which presents the symptom of ""Absence of menstruation"". Therefore, the most likely diagnosis is Induced abortion.

2. **Recommended Medication(s):**
*   None listed in the table for induced abortion.

3. **Suggested Medical Test(s):**
*   Standard pregnancy test"
938,"Hi doctor, I've been having some symptoms like frequent urination, extreme thirst and hunger, and blurry vision. I think I might have diabetes.","Okay, here's an analysis of the provided symptoms based on medical knowledge, formatted as requested:

1.  **Most Likely Disease:** Diabetes Mellitus. The combination of frequent urination (polyuria), extreme thirst (polydipsia), extreme hunger (polyphagia), and blurry vision are classic symptoms of uncontrolled diabetes mellitus. These symptoms arise due to high blood sugar levels affecting various bodily functions.

2.  **Recommended Medication(s):**
    *   Metformin
    *   Insulin (various types)
    *   Sulfonylureas (e.g., Glipizide, Glyburide)
    *   DPP-4 inhibitors (e.g., Sitagliptin)
    *   SGLT2 inhibitors (e.g., Empagliflozin)
    *   GLP-1 receptor agonists (e.g., Semaglutide, Liraglutide)

3.  **Suggested Medical Test(s):**
    *   Fasting Plasma Glucose (FPG)
    *   Oral Glucose Tolerance Test (OGTT)
    *   Hemoglobin A1c (HbA1c)
    *   Random Plasma Glucose
    *   Urinalysis
    *   Comprehensive Metabolic Panel (CMP)"
4621,"Hey Doc, I'm feeling really sick today. I feel nauseous and dizzy.","1. **Most Likely Disease:** Headache after lumbar puncture. The symptoms of nausea and dizziness are both present in this disease, and no other information is provided to suggest a different diagnosis. Several other conditions, like NASH and Hyperkalemia, also present with both symptoms, but without more details, headache after lumbar puncture is a reasonable possibility if the patient recently had a lumbar puncture.

2. **Recommended Medication(s):**

*   No medications listed in table for headache after lumbar puncture

3. **Suggested Medical Test(s):**

*   No medical tests listed in table for headache after lumbar puncture"
1786,"Doctor, I have been having this persistent cough for a while now, and I am getting concerned. Can you tell me what's going on?","1. **Most Likely Disease:** Asthma. Based on the provided table, cough is a prominent symptom of asthma, and it is a relatively common condition. While other diseases in the table also list cough as a symptom, asthma is a more frequent cause of persistent cough in the general population.

2. **Recommended Medication(s):**
    *   Albuterol

3.  **Suggested Medical Test(s):**
    *   Plain x-ray (X ray)"
2100,"Doctor, I have been experiencing knee swelling, elbow pain, shoulder stiffness, shoulder pain and hip pain. What could be wrong with me?","1. **Most Likely Disease:** Injury to the knee. The symptoms of knee pain and knee swelling are strong indicators of a knee injury. While other conditions could cause these symptoms, injury is a common explanation that directly addresses two of the presented issues.

2. **Recommended Medication(s):**
*   Cyclobenzaprine
*   Albendazole
*   Bromocriptine

3. **Suggested Medical Test(s):**
*   Magnetic resonance imaging (Mri)
*   Plain x-ray (X ray)"
3022,"Doctor, I have been experiencing sleepiness and headaches lately, can you tell me what could be causing it?","1. **Most Likely Disease:**

Restless leg syndrome. This is the only entry that lists both headache and sleepiness (and fatigue) as symptoms.

2. **Recommended Medication(s):**

*   Ropinirole
*   Pramipexole (Mirapex)
*   Gabapentin
*   Modafinil (Provigil)
*   Tizanidine
*   Doxepin

3. **Suggested Medical Test(s):**

*   Depression screen (Depression screening)"
