Index,Question,Q_KeyEntities,Q_KGEntities,Answer,A_KeyEntities,A_KGEntities
4398,"Doctor, I've been experiencing some symptoms lately. My penis has been red, and my skin has been dry, peeling, and rough. I've also developed an unusual-looking rash in my diaper area. Additionally, I may be pregnant, and I'm concerned about any potential problems related to that. ","['Penis redness', 'Skin dryness', 'Skin peeling', 'Skin roughness', 'Rash in diaper area', 'Pregnancy concerns']","['Vaginal_redness', 'Skin_dryness', 'peeling', 'Skin_irritation', 'Skin_rash', 'Problems_during_pregnancy']","Based on what you've described, it's likely that you have scabies. This is a parasitic infection that can cause redness and abnormal skin appearance, as well as dryness, peeling, and scaling. It's also possible for scabies to cause diaper rash. It's important that you seek treatment as soon as possible to prevent further complications, particularly if you are pregnant.","['Scabies', 'Parasitic infection', 'Redness and abnormal skin appearance', 'Dryness', 'Peeling', 'Scaling', 'Diaper rash', 'Treatment', 'Complications', 'Pregnancy']","['Skin_irritation', 'Pinworm_infection', 'Abnormal_appearing_skin', 'Skin_dryness', 'peeling', 'Excessive_growth', 'Skin_rash', 'Psychotherapy', 'Headache', 'Recent_pregnancy']"
4399,"Doctor, I have this skin rash and it's really itchy. The affected area looks abnormal and I also have this diaper rash. My skin feels dry, and it's peeling and scaly. What do you think is wrong with me?","['Skin rash', 'Itching', 'Abnormal area', 'Diaper rash', 'Dry skin', 'Peeling', 'Scaly skin']","['Skin_rash', 'Itching_of_skin', 'Abnormal_size_or_shape_of_ear', 'Skin_irritation', 'Skin_dryness', 'peeling', 'Abnormal_appearing_skin']","Based on your symptoms, it sounds like you have scabies, a skin infestation caused by a mite.","['Scabies', 'Skin infestation', 'Mite']","['Skin_irritation', 'Skin_lesion', 'Warts']"
4400,"Doctor, I am experiencing an itchy scalp and itching of my skin. Also, I am pregnant and facing some problems, can you tell me what could be the issue?","['Itchy scalp', 'Itching of skin', 'Pregnant', 'Medical issues']","['Itchy_scalp', 'Itching_of_skin', 'Recent_pregnancy', 'Drug_abuse']","Based on your symptoms, it seems like you have scabies. It is a contagious skin disease caused by a mite which burrows into the skin, leading to intense itching and rashes. Itching in your head and the rest of the body is a common symptom of this disease. Scabies during pregnancy could be risky and needs immediate medical attention.","['Scabies', 'Contagious skin disease', 'Mite', 'Itching', 'Rashes', 'Head itching', 'Pregnancy', 'Medical attention']","['Skin_irritation', 'Skin_rash', 'Warts', 'Itching_of_skin', 'Allergic_reaction', 'Itchy_scalp', 'Recent_pregnancy', 'Psychotherapy']"
4401,"Doctor, I have an incredibly itchy scalp and my skin looks really abnormal. What could be wrong with me? ","['Itchy scalp', 'Abnormal skin']","['Itchy_scalp', 'Abnormal_appearing_skin']","Based on your symptoms, it sounds like you may have scabies. Scabies is an infestation of tiny mites that burrow into the skin and cause intense itching and a rash.","['Scabies', 'Skin infestation', 'Tiny mites', 'Itching', 'Rash']","['Skin_irritation', 'Skin_lesion', 'Warts', 'Itching_of_skin', 'Skin_rash']"
4402,"Hi doctor, I have been experiencing sinus congestion and fever for the past few days. ","['Sinus congestion', 'Fever']","['Sinus_congestion', 'Fever']",It sounds like you may have an ear wax impaction which can cause those symptoms.,"['Ear wax impaction', 'Symptoms']","['Ear_pain', 'Emotional_symptoms']"
4403,"Doctor, I've been experiencing some nasal congestion lately. What do you think it could be?",['Nasal congestion'],['Nasal_congestion'],"It's possible that you have ear wax impaction, which can cause symptoms such as nasal congestion.","['Ear wax impaction', 'Nasal congestion']","['Ear_pain', 'Nasal_congestion']"
4404,"Doctor, I have been noticing some redness in my ear, is there something wrong?",['Redness in ear'],['Redness_in_ear'],"It could be due to the ear wax impaction, which is a buildup of wax in the ear canal that can cause redness or irritation.","['Ear wax impaction', 'Ear canal', 'Redness', 'Irritation']","['Ear_pain', 'Fluid_in_ear', 'Eye_redness', 'Skin_irritation']"
4405,"Doctor, I've been experiencing nasal congestion, pulling at my ears, ear pain and my hearing has diminished. ","['Nasal congestion', 'Pulling at ears', 'Ear pain', 'Diminished hearing']","['Nasal_congestion', 'Pulling_at_ears', 'Ear_pain', 'Diminished_hearing']","Based on your symptoms, it sounds like you may be suffering from ear wax impaction.",['Ear wax impaction'],['Ear_pain']
4406,"Doctor, I have missed my period and I am experiencing heartburn along with some pelvic pressure. Also, I am having some spotting and problems during my pregnancy.","['Missed period', 'Heartburn', 'Pelvic pressure', 'Pregnancy complications', 'Spotting']","['Absence_of_menstruation', 'Heartburn', 'Pelvic_pressure', 'Problems_during_pregnancy', 'Spotting_or_bleeding_during_pregnancy']","Based on your symptoms, it seems that you are experiencing Hypertension of pregnancy.","['Hypertension', 'Pregnancy']","['Caffeine', 'Recent_pregnancy']"
4407,"Doctor, I've been experiencing cramps and spasms along with a severe headache during my pregnancy. Do you know what could be wrong?","['Cramps', 'Spasms', 'Severe headache', 'Pregnancy']","['Muscle_cramps', 'or_spasms', 'Headache', 'Recent_pregnancy']","Yes, it seems like you have hypertension of pregnancy. It's a condition where high blood pressure occurs during pregnancy and can cause various symptoms such as cramps, headaches, and other complications. You should get yourself checked to avoid any potential harm to yourself and your baby.","['Hypertension of pregnancy', 'High blood pressure', 'Cramps', 'Headaches', 'Complications']","['Problem_during_pregnancy', 'Retinopathy_due_to_high_blood_pressure', 'Muscle_cramps', 'Headache', 'Injury_to_the_abdomen']"
4408,"Doctor, I have been experiencing some uterine contractions lately. Is there anything to worry about?","['Uterine contractions', 'Worry or concern']","['Uterine_contractions', 'Anxiety_and_nervousness']","Based on your symptoms, it seems like you may have developed hypertension of pregnancy. You need to take proper treatment and precautions to avoid any further complications.",['Hypertension of pregnancy'],['Problem_during_pregnancy']
4409,"Doctor, I have been experiencing some pelvic pressure and spotting during my pregnancy, can you tell me what might be the cause of it?","['Pelvic pressure', 'Spotting during pregnancy']","['Pelvic_pressure', 'Spotting_or_bleeding_during_pregnancy']","Based on your symptoms, it is possible that you are suffering from hypertension of pregnancy, which can cause pelvic pressure and bleeding during pregnancy.","['Hypertension of pregnancy', 'Pelvic pressure', 'Bleeding during pregnancy']","['Problem_during_pregnancy', 'Pelvic_pressure', 'Spotting_or_bleeding_during_pregnancy']"
4410,"Doctor, I have been experiencing severe groin pain and foot pain for a few days now. Additionally, my knee and leg are swollen as well.","['Groin pain', 'Foot pain', 'Knee swelling', 'Leg swelling']","['Groin_pain', 'Foot_or_toe_pain', 'Knee_swelling', 'Leg_swelling']","Based on your symptoms, it seems you may be suffering from Peripheral arterial embolism. We need to conduct some tests and scans to confirm the diagnosis.","['Peripheral arterial embolism', 'Tests', 'Scans']","['Peripheral_edema', 'Standard_pregnancy_test', 'X-ray_computed_tomography_(Scan_ct)']"
4411,"Doctor, I have been experiencing some symptoms recently. I have significant leg pain and also a loss of sensation in the same leg. Can you tell me what might be causing this?","['Leg pain', 'Loss of sensation in leg']","['Leg_pain', 'Loss_of_sensation']","Your symptoms are consistent with a condition called peripheral arterial embolism, which occurs when there is a blockage in an artery in the legs, usually caused by a blood clot or other material that has traveled from another part of the body. It is important that we address this promptly, as it can lead to serious complications if left untreated.","['Peripheral arterial embolism', 'Blockage in an artery in the legs', 'Blood clot', 'Serious complications']","['Peripheral_edema', 'Leg_swelling', 'Blood_clots_during_menstrual_periods', 'Injury_to_the_abdomen']"
4412,"Doctor, I've been experiencing a lot of groin pain lately, and my skin looks abnormal. Also, my menstrual periods have been lasting longer than usual. I am also experiencing lymphedema and a loss of sensation. What is wrong with me?","['Groin pain', 'Abnormal skin', 'Menstrual periods lasting longer', 'Lymphedema', 'Loss of sensation']","['Groin_pain', 'Abnormal_appearing_skin', 'Long_menstrual_periods', 'Lymphedema', 'Loss_of_sensation']","Based on your symptoms, it seems like you might have a condition called peripheral arterial embolism. It occurs when there's a blockage in an artery in your legs that can cause pain, skin changes, and loss of sensation. It can also affect blood flow to your uterus, which can lead to prolonged menstrual periods. We need to run some tests and start treatment as soon as possible.","['Peripheral arterial embolism', 'Blockage in artery', 'Pain', 'Skin changes', 'Loss of sensation', 'Blood flow to uterus', 'Prolonged menstrual periods', 'Tests', 'Treatment']","['Peripheral_edema', 'Diagnostic_cardiac_catheterization;_coronary_arteriography', 'Headache', 'Skin_growth', 'Loss_of_sensation', 'Heavy_menstrual_flow', 'Long_menstrual_periods', 'Standard_pregnancy_test', 'Psychotherapy']"
4413,"Doctor, I have noticed that my skin looks different and abnormal. What could be the reason for this?","['Abnormal skin appearance', 'Skin changes', 'Skin abnormalities', 'Skin issues']","['Abnormal_appearing_skin', 'Skin_growth', 'Skin_moles', 'Skin_irritation']","That could be a symptom of Peripheral Arterial Embolism. This condition occurs when a blood clot or plaque blocks an artery in the legs or arms and restricts blood flow. It can cause changes in skin color, texture or temperature.","['Peripheral Arterial Embolism', 'Blood clot', 'Artery blockage', 'Legs or arms', 'Changes in skin color', 'Changes in skin texture', 'Changes in skin temperature']","['Peripheral_edema', 'Blood_clots_during_menstrual_periods', 'Coronary_atherosclerosis', 'Feet_turned_in', 'Skin_growth', 'Abnormal_appearing_skin', 'Feeling_hot_and_cold']"
4414,"Doctor, I have noticed that my skin looks abnormal and my left leg seems to be swelling up. ","['Abnormal skin appearance', 'Swelling in left leg']","['Abnormal_appearing_skin', 'Leg_swelling']","Based on your symptoms, it seems that you may be experiencing peripheral arterial embolism, which is a blockage in the arteries that supply blood to your legs.","['Peripheral arterial embolism', 'Blockage in arteries', 'Limb ischemia']","['Peripheral_edema', 'Coronary_thrombolysis', 'Transient_ischemic_attack']"
4415,"Hi doctor, I am experiencing some skin-related symptoms such as skin growth, warts, lymphedema, skin lesion, and abnormal appearing skin. What could be the possible disease I am suffering from?","['Skin growths', 'Warts', 'Lymphedema', 'Skin lesion', 'Abnormal appearing skin']","['Skin_growth', 'Warts', 'Lymphedema', 'Skin_lesion', 'Abnormal_appearing_skin']","Based on the symptoms you mentioned, it seems like you may have Rosacea. It is a common skin condition that causes facial redness and small, pus-filled bumps on the face. Sometimes, it can also cause skin growths, warts, and swollen lymph nodes. A skin lesion and abnormal appearing skin can also be a sign of Rosacea.","['Rosacea', 'Facial redness', 'Pus-filled bumps', 'Skin growths', 'Warts', 'Swollen lymph nodes', 'Skin lesion', 'Abnormal appearing skin']","['Skin_irritation', 'Eye_redness', 'Bumps_on_penis', 'Skin_growth', 'Warts', 'Swollen_lymph_nodes', 'Skin_lesion', 'Abnormal_appearing_skin']"
4416,"Doctor, I have noticed that my skin is swelling, what could be the problem?","['Swelling of the skin', 'Skin discomfort or irritation']","['Skin_swelling', 'Skin_irritation']","Based on your symptom of skin swelling, you may be suffering from a condition known as Rosacea.","['Skin swelling', 'Rosacea']","['Skin_swelling', 'Skin_irritation']"
4417,"Doctor, I am having a breakout of acne or pimples on my face, what could be the reason?","['Acne', 'Pimples', 'Breakout']","['Acne_or_pimples', 'Warts', 'Acebutolol']",That could be a sign of rosacea. Have you noticed any redness or flushing on your face as well?,"['Rosacea', 'Redness on face', 'Flushing on face']","['Skin_irritation', 'Eye_redness', 'Flushing']"
4418,"Doctor, I have been experiencing dryness and peeling of skin along with abnormal appearance of skin. Also, I have been having some eye problems and lymphedema. Can you tell me what could be the problem?","['Dry skin', 'Skin peeling', 'Abnormal skin appearance', 'Eye problems', 'Lymphedema']","['Skin_dryness', 'peeling', 'Abnormal_appearing_skin', 'Symptoms_of_eye', 'Lymphedema']","Based on your symptoms, it seems like you have Rosacea. It is a common skin condition that causes redness, bumps, and visible blood vessels in your face. In some cases, it can also affect the eyes and cause dryness, irritation, and swollen eyelids. Lymphedema is also a rare complication of this condition.","['Rosacea', 'Skin condition', 'Redness', 'Bumps', 'Visible blood vessels', 'Face', 'Eyes', 'Dryness', 'Irritation', 'Swollen eyelids', 'Lymphedema', 'Complication']","['Skin_irritation', 'Skin_lesion', 'Eye_redness', 'Bumps_on_penis', 'Other_diagnostic_procedures_on_skin_and_subcutaneous_tissue', 'Symptoms_of_the_face', 'Blindness', 'Skin_dryness', 'Vulvar_irritation', 'Eyelid_swelling', 'Lymphedema', 'Combivent']"
